day,hits,views,bandwidth
2023-05-13,18,17,32133
2023-05-14,35,35,128793
2023-05-15,16,15,24389
2023-05-16,11,11,11936
2023-05-17,82,23,404207
2023-05-18,11,11,29066
2023-05-19,229,229,799631
2023-05-20,14,14,22337
2023-05-21,12,12,92968
2023-05-22,6,6,46480
2023-05-23,12,12,48380
2023-05-25,6,6,109916
2023-05-26,39,38,101345
2023-05-27,10,10,27263
2023-05-28,9,9,43508
2023-05-29,15,15,87731
2023-05-30,24,24,671368
2023-05-31,6,6,8567
2023-06-01,7,7,21297
2023-06-02,28,28,285997
2023-06-03,11,11,81710
2023-06-04,12,12,45042
2023-06-05,124,123,460875
2023-06-06,9,9,49488
2023-06-07,17,17,149591
2023-06-08,20,20,67411
2023-06-09,17,17,86952
2023-06-10,15,15,75205
2023-06-11,15,15,21473
2023-06-12,51,51,1502249
2023-06-13,18,18,97586
2023-06-14,34,33,583895
2023-06-15,47,39,233679
2023-06-16,39,35,190470
2023-06-17,25,19,202707
2023-06-18,21,18,84676
2023-06-19,9,7,82213
2023-06-20,23,23,67361
2023-06-21,19,13,25779
2023-06-22,35,24,275569
2023-06-23,117,116,398929
2023-06-24,18,18,30041
2023-06-25,35,32,82360
2023-06-26,41,39,103728
2023-06-27,69,38,391722
2023-06-28,76,53,317193
2023-06-29,61,37,382711
2023-06-30,50,36,376035
