day,hits,views,bandwidth
2022-12-23,138,128,18123630
2022-12-24,52,46,19361896
2022-12-25,84,81,4826556
2022-12-26,47,35,9776821
2022-12-27,48,47,724903
2022-12-28,160,149,62889007
2022-12-29,51,48,6070241
2022-12-30,104,100,8577711
2022-12-31,70,67,7282588
2023-01-01,108,99,12608802
2023-01-02,126,121,26755053
2023-01-03,60,58,10111651
2023-01-04,209,205,21135662
2023-01-05,139,91,15793214
2023-01-06,246,213,20291714
2023-01-07,51,49,12339036
2023-01-08,68,62,5987330
2023-01-09,40,39,18346595
2023-01-10,73,66,4735035
2023-01-11,79,79,10696984
2023-01-12,52,50,631936
2023-01-13,68,62,50934580
2023-01-14,98,94,55612859
2023-01-15,131,128,6942204
2023-01-16,45,42,2666111
2023-01-17,38,38,1350387
2023-01-18,79,72,3694759
2023-01-19,83,81,78893992
2023-01-20,98,96,4108027
2023-01-21,53,50,592917
2023-01-22,65,60,37626162
2023-01-23,43,40,1341468
2023-01-24,53,52,1581244
2023-01-25,47,45,5457925
2023-01-26,48,44,18695664
2023-01-27,58,52,1398275
2023-01-28,87,81,18793034
2023-01-29,79,76,10083071
2023-01-30,75,69,15696093
2023-01-31,64,57,984098
2023-02-01,44,43,996532
2023-02-02,68,64,2247312
2023-02-03,125,114,4267225
2023-02-04,65,63,6190411
2023-02-05,66,65,5548834
2023-02-06,96,90,74233637
2023-02-07,70,63,2396410
2023-02-08,127,110,6656542
2023-02-09,30,28,161717
2023-02-10,64,60,7923210
2023-02-11,99,95,13634587
2023-02-12,71,65,12376414
2023-02-13,111,105,13354451
2023-02-14,71,71,3192364
2023-02-15,83,76,39033793
2023-02-16,91,88,13957713
2023-02-17,66,60,8876615
2023-02-18,40,37,527371
2023-02-19,51,49,2439245
2023-02-20,55,46,3689022
2023-02-21,53,46,15512064
2023-02-22,38,35,1276275
2023-02-23,390,371,129875518
2023-02-24,230,176,48322725
2023-02-25,174,164,13633281
2023-02-26,77,75,1790034
2023-02-27,55,53,964428
2023-02-28,40,39,967105
2023-03-01,98,98,27081230
2023-03-02,45,38,964092
2023-03-03,43,39,1604133
2023-03-04,112,104,2380381
2023-03-05,90,88,9179049
2023-03-06,104,91,3438571
2023-03-07,69,64,6701703
2023-03-08,41,37,388443
2023-03-09,227,155,15845807
2023-03-10,65,64,1255492
2023-03-11,63,61,15980428
2023-03-12,156,149,134848233
2023-03-13,69,60,3722137
2023-03-14,35,33,461626
2023-03-15,69,64,5402012
2023-03-16,135,128,53113272
2023-03-17,122,115,73391008
2023-03-18,88,83,84275747
2023-03-19,40,39,1019544
2023-03-20,180,178,84218727
2023-03-21,25,25,549232
2023-03-22,26,24,1731352
2023-03-23,38,35,1425103
2023-03-24,39,37,1330174
2023-03-25,29,28,67638
2023-03-26,101,98,16781406
2023-03-27,46,44,95447
2023-03-28,55,53,2150026
2023-03-29,26,24,1043792
2023-03-30,22,22,496303
2023-03-31,21,21,40207
2023-04-01,571,561,117630673
2023-04-02,36,34,20278918
2023-04-03,532,529,127625102
2023-04-04,46,46,707982
2023-04-05,199,197,33810104
2023-04-06,65,62,7333663
2023-04-07,207,199,36575854
2023-04-08,124,112,13424035
2023-04-09,305,301,55210709
2023-04-10,228,224,85345567
2023-04-11,143,143,18728246
2023-04-12,107,105,15377532
2023-04-13,778,706,213580101
2023-04-14,90,87,10731476
2023-04-15,110,107,39630718
2023-04-16,66,62,10744104
2023-04-17,57,49,3993176
2023-04-18,30,27,4190166
2023-04-19,71,68,3561868
2023-04-20,59,56,53605069
2023-04-21,74,73,3205148
2023-04-22,41,39,1942166
2023-04-23,120,103,8137301
2023-04-24,155,153,13081470
2023-04-25,62,56,2267266
2023-04-26,52,51,3013533
2023-04-27,39,37,7414137
2023-04-28,29,27,80441
2023-04-29,54,49,1362455
2023-04-30,36,34,1548316
2023-05-01,67,63,13846102
2023-05-02,85,80,118872044
2023-05-03,80,77,2793310
2023-05-04,87,84,2458054
2023-05-05,72,69,377045
2023-05-06,90,85,2546936
2023-05-07,131,122,211154890
2023-05-08,63,59,1198518
2023-05-09,32,32,210070
2023-05-10,56,53,2588699
2023-05-11,42,39,4011018
2023-05-12,40,36,555994
2023-05-13,51,50,7805058
2023-05-14,34,33,73361716
2023-05-15,33,32,1088370
2023-05-16,78,77,34771795
2023-05-17,45,42,265180
2023-05-18,23,20,2339346
2023-05-19,42,41,36556497
2023-05-20,113,105,2143562
2023-05-21,37,36,858730
2023-05-22,48,43,2660691
2023-05-23,29,28,1865581
2023-05-24,97,93,74416365
2023-05-25,52,49,694600
2023-05-26,41,38,551061
2023-05-27,50,48,1235536
2023-05-28,23,21,367550
2023-05-29,75,63,18933674
2023-05-30,28,27,55245
2023-05-31,69,65,472394
2023-06-01,33,31,234376
2023-06-02,201,188,9252585
2023-06-03,59,45,17992777
2023-06-04,87,78,5330997
2023-06-05,45,42,739577
2023-06-06,236,229,9769876
2023-06-07,93,85,64154960
2023-06-08,676,457,116199536
2023-06-09,41,38,187495
2023-06-10,44,41,1340511
2023-06-11,61,61,3525432
2023-06-12,160,153,50885071
2023-06-13,72,68,58629215
2023-06-14,89,79,112027959
2023-06-15,17,16,35157
2023-06-16,42,38,286603
2023-06-17,36,35,409305
2023-06-18,52,48,3819456
2023-06-19,121,109,65383344
2023-06-20,108,96,75683143
2023-06-21,721,576,165621369
2023-06-22,52,49,220629205
2023-06-23,50,48,1560308
2023-06-24,52,49,3202164
2023-06-25,41,36,266888
2023-06-26,85,77,2545745
2023-06-27,53,47,393532
2023-06-28,40,34,842485
2023-06-29,46,38,606275
2023-06-30,58,47,6760834
